|polarity|tweet
48|-0.1|zazumiA2 I have a questionPrifzer manufactures vaccines solely developed by BioNTechWhich part in this process apart from forcing the German startup to sign an unfair investment treaty does participate to developOr is now giving a different Prifzer
49|0.13393939393939394|Pfizers COVID19 vaccine is less effective after six months making booster shot vital The New Daily
50|0.0|SQ96227750 LeadStoriesCom No he didnt mediaPDFWeb resultsPfizerBioNTech COVID19 Vaccine EUA Fact Sheet for Healthcare FDA
51|0.13393939393939394|Pfizers COVID19 vaccine is less effective after six months making booster shot vital The New Daily
52|0.4125|Read this Primary efficacy analysis demonstrates BNT162b2 to be 95 effective against COVID19 beginning 28 days after the first dose 170 confirmed cases of COVID19 were evaluated with 162 observed in the placebo group versus 8 in the vaccine group
53|0.0|Pfizer and its partner BioNTech say research is showing the need for a booster shot of its COVID19 vaccine but the CDC FDA and National Institutes of Health disagree for now
54|0.06666666666666667|not yet but get ready for booster Pfizer amp BioNTech said its vacc may lose efficacy after six months was seeing encouraging data from its trials of a third vaccine shot that could be administered 6mos after a person gets the second dose
55|0.03333333333333333|INArteCarloDoss They have big big plans and they are not goodTies directly into the two universities reports released from Spain this week that found Graphene oxide in Moderna PfizerBioNTech vax
56|0.0|SimonBoitoult mrjamesob Maybe they should have joined the EU rollout after all Wait until they start blaming PfizerBiontech and Germany and the pooping unicorn
57|0.0|Pfizer BioNTech to seek authorization for COVID booster shot as Delta variant spreads COVID19
58|0.1|PfizerBioNTechs vaccine is authorized already for use in adolescents as young as 12 and the company plans to submit trial data for children as young as 5 in September
59|0.0|pfizer Israel data Two doses of Pfizer mRNA vaccine provides 63 protection from infection and 93 protection from hospitalization Yet PfizerBioNTech already talking about a third dose COVID19 vaccine booster DeltaVariant
60|0.0|Covid19 Vaccinated 1st Dose BioNTech Pfizer vaccineCOVID19 vaccinated PfizerVaccine ASL
61|0.09916666666666667|MattBM2M Cia10552 Mild side effects PfizerBioNTech WA USA The only major sideeffect was feeling far safer in public places
62|0.0|perditamcleod If ever I get back into the UK without being quaratined for only being vaxxed with Biontech and then being detained for being an EUloving shill ima road trip
63|-0.05625|AsadUmar how can you force someone to get vaccine before travelling by plane Who is going to be responsible if the vaccine does not work as it is expected Biontech and all other vaccines are not confirmed abt their efficacy againt delta variant
64|0.0|Pfizer and BioNTech plan to ask US and European regulators within weeks to authorize a booster dose of its COVID19 vaccine
65|0.0|Theres definitely not graphene oxide in the pfizer vaccine definitely not Btw Graphene Oxide is toxic to life
66|0.0|Miessy4 blahblah974 JCmacc1 TakethatCt sirgorden truthseeker69 tonymac5 drcolemami BrexitRe Tromboneme SwordtheChemist lucy86282211 Hasselhoof75 starchild20202 RealLordBrexit Here are ingredients lists
67|0.0|BioNTech SE Stock Was Up By 455 Before The WeekendVIANEWS NASDAQ Composite ended the session with BioNTech SE BNTX jumping 455 to 21740 on Friday while nASDAQ Composite jumped 098 t
68|0.0|Pfizer and BioNTech believe thirds dose will be beneficial against Indian Delta COVID19 variant Health news explore follow 152
69|-0.4|mericaytekin The HusbandandWife Team Behind the Leading Vaccine to Solve Covid19 NY Times Meet the couple behind the BioNTech Covid19 vaccine DW Dr Uur ahin and his wife deil yani
70|0.0|HesterYsbrand The evaluation is part of the Phase 123 trial and will study a third dose of the PfizerBioNTech COVID19 vaccine BNT162b2 at 30 g that will be given to Phase 1 participants to evaluate the safety and tolerability of a booster vaccine
71|0.13393939393939394|Pfizers COVID19 vaccine is less effective after six months making booster shot vital The New Daily
72|0.0|Pfizer and partner BioNTechGroup plan to ask US and European regulators within weeks to authorize a booster dose of its COVID19 vaccine
73|0.175|From taking the mRNAbased Pfizer vaccine there have been 236555 adverse reactions including 450 deaths in 84421 people resulting from 303 million injections Thats 1 or more with an average of 28 ADRs in 028 of those being injected
74|-0.026666666666666665|sarahstook Moderna BioNTech and AstraZeneca all use the same basic mRNA tech The delivery system is toxic They couldnt get approved for human trials for bigmoney therapies They only went smallmoney with vaccines because they saw a government cash cow
75|0.0|SaudiArabia has approved the Moderna coronavirus vaccine for emergency use making it the fourth jab to be administered in the Kingdom along with PfizerBioNTech OxfordAstraZeneca and Johnson amp Johnson
76|0.0|BioNTechGroup It wont be because of what I asked them but now the USA has been donating the PFIZER vaccines to PERU we are just going for the age of 40 I hope the Delta variant is over
77|0.15000000000000002|JUST IN WHO has updated its vaccine recommendations for children and concluded that the PfizerBionTech vaccine is suitable for use by people aged 12 years and above Until yesterday this was not the case
78|-0.06666666666666667|Pfizer and BioNTech the companies behind one of the mRNA vaccines announced they have a plan to seek approval for a booster shot But in a swift and unusual rebuke the Department of Health and Human Services emphasized fully vaccinated Americans do not need boosters yet
79|0.25|hopefulhoosier PFury67 OrwellJerri nytimes I was posing a question first off Second off no vaccine producer has received guidance to go after a BLA except OcugenWould love to see your credentials to prove that the Delta variant was sequenced before Biontech even heard of it Mr HoosierChildren of the internet
80|0.0|RyanLewis91 Got BioNtech
81|0.0|Anne74994369 altNOAA KingHashimG BernieSanders Please that got debunked almost immediately Even the university decided to distance themselves from that claim Eg
82|0.15357142857142858|GrandWazoo EricTopol pfizer CDCgov USFDA Carolynyjohnson I have very limited resources about the booster vaccine candidate but heres the BioNTech IR news release re the booster They are working to produce it and make it available
83|-0.13333333333333333|There are three active outbreaks Laurel Place at Surrey Memorial Hospital Eagle Ridge Hospital FH amp Royal Inland Hospital IH To date 5565983 doses of PfizerBioNTech Moderna and AstraZeneca COVID19 vaccines have been administered in BC 22
84|0.5|Pfizer BioNTech to seek authorization for COVID booster shot as Delta variant spreads gtgtClick the Link to read more
85|0.0|hjluks have you seen this via mydocwire
86|0.0|elYakael Entrevista 3 dias dps de aprovada p FDADr Bourla has been fully vaccinated with the PfizerBioNTech vaccine
87|0.0|Pfizer BioNTech to seek authorization for COVID booster shot as Delta variant spreads
88|0.0|I got my Biontech vaccination and I officially lost my left arm
89|-0.25|Pfizer Pushes For Third Shot As Delta Drives Global OutbreaksPfizer and BioNTech said they would seek authorization for a third dose of their Covid19 vaccine to boost its efficacy as the Delta variant drove devastating outbreaks in Asia including in Thailand Worldnbc
90|0.0|Pfizer BioNTech has said evidence was building that peoples immunity starts to wane six months after they have been vaccinated with the Covid19 Vaccine
91|0.06818181818181818|New post PfizerBioNTech to seek authorisation for third Covid shot has been published on Zacnetwork Health
92|0.11363636363636363|EricTopol pfizer CDCgov USFDA Carolynyjohnson Pfizer and its vaccine partner BioNTech will seek FDA authorization for athird dose of COVID19 vaccine citing positive data from an Israeli study in response the CDC and FDAissued a joint statementsaying data do not yet support the need for a third dose The Hill
93|0.11363636363636363|Medscape Pfizer and its vaccine partner BioNTech will seek FDA authorization for athird dose of COVID19 vaccine citing positive data from an Israeli study in response the CDC and FDAissued a joint statementsaying data do not yet support the need for a third dose The Hill
94|0.0|LiselHintz TurkishFacade Ive only ever seen him do interviews Is CNN also misogynistic because they didnt let her speak
95|0.05|NathanMackBrown Got my 2nd PfizerBioNTech in early April
96|0.11363636363636363|DrEricDing Pfizer and its vaccine partner BioNTech will seek FDA authorization for athird dose of COVID19 vaccine citing positive data from an Israeli study in response the CDC and FDAissued a joint statementsaying data do not yet support the need for a third dose The Hill
97|0.125|Anyone age 12 can get their first dose of the PfizerBioNTech COVID19 vaccine TOMORROW from 10 am to 2 pm at our Kids Fest event at Wampum Lake near Thornton Second doses will be available July 31 at Wampum Lake and other locations 12
98|0.0|st4rpIasma DKumii fyi pfizer and biontech are the same
99|0.4|Pfizer BioNTech Announce Development Of Booster Shot In Light Of Contagious Delta Variantblacknews blacknewsmatters blackmediamatters blackmedia
100|0.12499999999999999|The World Health Organization has said it is not clear whether Covid19 booster vaccines would be useful to maintain protection against the virus as PfizerBioNTech said peoples immunity starts to wane six months after they have been vaccinated
101|0.0|As PfizerBioNTech prep EUA filing for Covid19 booster FDA CDC tell Americans they dont need one just yet
102|0.0|ScaremongeringThe EMA analysis of cases foundPfizerBioNTech 145 cases of myocarditis and 138 cases of pericarditis out of 177m doses givenModerna 19 case of myocarditis and 19 cases of pericarditis out of 20 million doses given
103|0.0|EricTopol pfizer CDCgov USFDA Carolynyjohnson Where is the data I was in PfizerBioNTech trials this winter My CI told me that PfizerBioNTech was planning study extension 3rd dose safetyefficacy Does data exist where is it If not what are plans to study and present results
104|-0.31666666666666665|dsharma9 ZyxGT1 DrTomFrieden Isreal Vaccines cannot prevent all infections But two doses help prevent very serious illness Israel heavily vaccinated May 2 to June 5 the efficacy rate in preventing hospitalization was 982 dropped a bit to 93 from June 6 to July 3
105|0.13393939393939394|Pfizers COVID19 vaccine is less effective after six months making booster shot vital The New Daily
106|0.0|Israel data reportedly shows drop in efficacy of PfizerBioNTech vaccine as DeltaVariant spreads Covid19 PeterHotez
107|0.0625|BikiniBodhi its funny in germany we say BionTech in all the other countries Pfizer
108|0.028571428571428574|dailykos I was couraged enough to take AstraZeneca for my first shot yesterday my doctor had some Vaccines left the second shot will be with Biontech on August the 20th of this year Ive been waiting long enough for my chanceZERO SideEffects by now
109|0.0|Pfizer BioNTech To Seek Authorization For Third Dose Of COVID19 Vaccine NDTV
110|0.0|Pfizer and BioNTech believe thirds dose will be beneficial against Indian Delta COVID19 variant Health news explore follow 487
111|-0.004999999999999993|I already said this months ago politics and the pharmaceutical industry have screwed us extremely The stuff doesnt help And now their ass is slowly getting to the bottom of the barrel The fourth wave is going to be huge and is just starting to roll in
112|0.3666666666666667|EricTopol chrislhayes USFDA nytopinion I still have doubts these vaccines are against the spike of the virus I think it would be better to follow up the BioNTech and Modena vaccine with a old fashioned weakend realcovid19vaccine to be sure that people are immune So a twotiered vax
113|0.0|Ohp Its that a word Heeeere we go
114|0.15|The European Medicines Agency MRNA vaccines could be LINKED to 321 cases of RARE inflammation PfizerBioNTech 145 cases of myocarditis amp 138 cases of pericarditis of 177MN doses givenModerna 19 cases of myocarditis amp 19 cases of pericarditis of 20MN doses given
115|0.0|Booster shot PfizerBioNTech to seek FDA approval for 3rd dose to target Delta variant
116|0.0|Sneaking these label changes in I hope they are disclosing the risks when people get the jabHealth Canada updates PfizerBioNTech and Moderna COVID19 vaccine labels to include information on myocarditis and pericarditis
117|0.19999999999999998|saramason18 DrEricDing Of course the Europeans will be pleased to ship their GermanEU developed BionTechPfizer vaccineParticularly since they shipped it to us during their shortage and of course we responded by bigly bigly exports of the AstraZeneca to them in their hours of need
118|0.1590909090909091|Pfizer BioNtech has confirmed that it has developed a new RNA vaccine to counter the variants of SARSCOV19 The tests on human subjects will begin in 3 weeksPfizer COVID19 DeltaVariant
119|0.0|2 Doz Sinovac 3 Doz Biontech with a twist
120|0.0|Pfizer and BioNTech announced on Thursday that they were developing a version of the coronavirus vaccine that targets the Delta variant via nytimes apoorvanyc
121|0.1375|BNTX BioNTech and Pfizer secured US Emergency Use Authorization for their COVID19 vaccine in kids ages 12 to 15 Our Discord contains indepth due diligence onthis company IG thedangmedia FREE DISCORD LINK
122|-0.4|If youre planning to go to Europe Sputnik is Not the vaccine for you Mordena Biontech or AstraZenecaCovshield The AstraZeneca from India is also not recognized by the EU The system has been rigged to fuck you up
123|0.0|Pfizer BioNTech to seek authorization for COVID booster shot as Delta variantspreads
124|0.0|Is it already time for your Covid19 vaccine booster shotIf youve already had two doses of either the PfizerBioNTech Covid19 or Moderna vaccine is it already time for a third dose Yes say the vaccine makers citing data showing the vaccine wear
125|0.06818181818181818|A new British study confirms reports that a combination of the AstraZeneca and BioNTech vaccines triggers a stronger immune response than two doses of AstraZeneca
126|0.125|Canada Persons who received a first dose of the AstraZenecaCOVISHIELD vaccine may receive either AstraZenecaCOVISHIELD vaccine or an mRNA vaccine PfizerBioNTech or Moderna for their second dose unless contraindicated
127|-0.05833333333333333|GeorgeTakei RUSHED into use Pfizer BioNTech Moderna JampJ C19 vaccines have been granted emergency authorization by the FDA not full approval For a treatment to receive emergency use authorization its potential benefits must outweigh the known and potential risks of the vaccine
128|0.23333333333333334|Germany one of the first countries to strongly recommend that people who have received a first dose of AstraZeneca receive either a PfizerBioNTech or Moderna vaccine as their second dose
129|0.10000000000000002|Amy31795848 lisa67392 ProvoGal01 There are now trials for vaccines against melanoma malaria and HIV showing huge promise because of this work BioNtech believes they have essentially a vaccine for multiple sclerosis in reach nowAnd here you are whining about it because youre into essential oils
130|0.3333333333333333|overnightdriver You forgot BioNTechGroup ampPfizer created the first Covid Vaccine without any assistance from the US or UKThe UK was first to approved the emergency use of the Pfizer Vaccine while Trump golfed and 600000 innocent Americans died
131|0.0|Pfizer and BioNTech will test a vaccine against the Delta variantThey are developing a version of the coronavirus vaccine that targets Delta The companies expect to launch clinical trials of the vaccine in August pfizer nytimes
132|0.15|Pfizer and BioNTech have announced that they would seek the FDAs approval for the third dose of their COVID19 vaccine to boost its efficacy as the Delta variant is increasingly becoming a global dominant
133|0.0|With the Delta variant sweeping the globe Pfizer and BioNTech prepare for COVID booster shot authorization
134|0.0|Research suggests PfizerBioNTech COVID19 vaccine reprograms innate immune responses
135|0.0|larrupin35 KATVNews The story has already been done
136|0.5|Pfizer plots course for COVID19 booster but the CDC isnt sure whether or when followup shots will be needed
137|0.0|The companies pfizer and BioNTechGroup announced that they were developing a version of the coronavirus vaccine that targets the DeltaVariant
138|0.0|Estimated vaccine doses received but not administered in QuebecPfizerBioNTech 392000Moderna 1540000AstraZeneca 114900
139|0.125|Second dose done BioNTech first was AstraZeneca
140|0.0|Third dose of vaccine is needed according to news Booster every 6 months FatEmperor
141|0.0|Pfizer and BioNTech believe thirds dose will be beneficial against Indian Delta COVID19 variant Health news explore follow 952
142|0.2556818181818182|Booster and Variant Vaccine nytimes reports that Pfizer and BioNTech plan to test a new Delta variantfocused vaccine and are studying a booster dose of their original vaccine
143|0.25|Ahshjasssk literally biontech first dose
144|-0.07142857142857142|lramosar Hello thank you for your question Accepted vaccines include PfizerBioNTech COVID19 vaccine Moderna COVID19 vaccine AstraZenecaCOVISHIELD COVID19 vaccine and Janssen Johnson amp Johnson COVID19 vaccine single dose
145|0.0|areearly3 TimJDillon Insurance is the middle man Moderna and BioNtech are not
146|0.5|Pfizer plots course for COVID19 booster but the CDC isnt sure whether or when followup shots will be needed
147|-0.45|Michael19747373 IrishTimes endajodowd Biontech x 2MedicalApartheid keeps you safeI spent 5 months in hospital with the bloody virusDad died
148|-0.15625|I cant wait to watch this next week And tickets also mean you get to hear from Lilly PfizerBioNTech Jim Allison and Francis Collins
149|0.0|A coronavirus booster could materialise following Pfizer and BioNTechs plans to seek regulatory approval for a third vaccine
150|0.0|MANUFACTURER A CRISIS gtgtgt OFFER THE SOLUTION CREATE A LEVEL OF OPPOSITION gtgtgt OFFER THE PEOPLE amp LEADERS TO LEAD THE WAY TO SOLUTIONS OR NON ACTIONCovid1984 Agenda21 Agenda2030 TheGreatReset Plandemic NWO COVID19 Pfizer AstraZenaca Moderna BioNTech mRNA
151|0.1|dvrrenx GorgieJambo you ever looked into official adverse event databases here is the current stats of the EMA as of July Modern BiontechAstra JampJ
152|0.0|Pfizer BioNTech to seek authorization for COVID booster shot as Delta variant spreads
153|0.0|selda83i Yes biontech
154|0.2|3rd JAB PfizerBioNTech Covid19 vaccine may require more They say the Third Shot can push antibody levels 5 to 10 times HIGHER against the Beta amp Delta variant compared to the first 2 drug dosesComirnaty Phizer Booster Coronavirus VAERS SARSCoV2 Spike protein
155|0.16666666666666666|MODERNA releasing their mRNA messenger RNA vaccines into Australia under a different name Spikevax which is fitting considering it turns the human body into a spike protein factory Covid CoronavirusPfizerBioNTech now calling its Jab shot Comirnaty Booster VAERS
156|0.25|MrAndyNgo PfizerBioNTech 145 cases of myocarditis and 138 cases of pericarditis out of 177m doses given0000038 You are more likely to choke to death on chips
157|0.0|Pfizer BioNTech Working On COVID19 Booster Shot Targeting Delta Variant BNTX PFE via benzinga
158|0.0|Pfizer BioNTech Working On COVID19 Booster Shot Targeting Delta Variant
159|0.2|Kris10Voe My Friend has been in a Coma for a week after BiontechPfizer vaccination hes a Marathon runner and was Healthy
160|-0.16666666666666666|aurmanARK ArcturusRx BioNTechGroup CureVacRNA modernatx TranslateBio VoicesofWallSt ENZC Enzolytics Artificial Intelligence Platform Offers the Potential VaccineTherapy for ALL Viruses Cure COVID19 HIV AI ENZC
161|0.0|A coronavirus booster could materialise following Pfizer and BioNTechs plan to seek regulatory approval for a third vaccine
162|0.0|Pfizer and BioNTech are going after the Delta variant
163|0.0|hugodejonge Zojuist in NYT online Pfizer and BioNTech Are Developing a Vaccine That Targets Delta Variant
164|0.0|mulcs85 nadhimzahawi Looks to me because the younger members of the population are now being jabbed This means that only the PfizerBioNTech will do as safer for these age groups Supply of PfizerBioNTech is the limiting factorShould give them the option of OxfordAstraZeneca
165|0.6666666666666666|Cases of myocarditis and pericarditis are exceptionally rareThe EMA analysis of cases foundPfizerBioNTech 145 cases of myocarditis and 138 cases of pericarditis out of 177m dosesModerna 19 case of myocarditis and 19 cases of pericarditis out of 20 million doses
166|0.27346938775510204|Allikat685 sagesmellsgood ENirenberg brucelambert MDaware In fact NAB in the recovered is not even great against the early 2020 variants Thats a key argument in the phase 12 studies from PfizerBioNTech and Moderna But you have to weigh real world efficacy studies with large n over NAV studies They are more direct evidence22
167|0.3666666666666667|Mixandmatch COVID vaccines seem to be as effective as or possibly just possibly more so than two doses of either OxfordAstraZeneca or PfizerBioNTech vaccines By dyanilewis via Nature on sciam
168|-0.1291666666666667|SZ Landfunk You have to be joking my arm will be like a second hand dartboard Its the failure of Pfizer and Biontech to do a real trial and that as led to a false sense of security with ppl thinking they are vaccinatedThe vaccine can not manage 41 against P1 C37
169|0.0|wabitoken Hello thereDo you have any plans to develop a business relationship between Wabi and covid19 vaccine manufacturers biontechsinovacAs a Wabi investor we look forward to your supportThanks
170|0.0|PfizerBioNTech have claimed a booster dose may be necessary
171|0.0|Covid 19 Cover Biontech
172|-0.041666666666666664|BioNTechGroup Dear SirMadam Do you know to affect about muscle spasmmuscle contraction after injection of Biontech vaccine due to the suddenly change of Na Cl values Is it possible from thyroid patients saglikbakanligi CovidTurk CoronaTurkiye ttborgtr
173|0.0|Study suggests antibody titres decline 3 months postvaccination with PfizerBioNTech but humoral response remains robustRobust against whatReference
174|0.26666666666666666|AkosNyerges kkariko modernatx pfizer BioNTechGroup I couldnt agree more Akos Youre right it is a fantastic achievement And also a big thanks to all the smart and progressive residents out here who decided to trust in science and get vaccinated
175|0.05333333333333334|Pfizer said its COVID vaccine booster shot could further protect individuals from all currently known variants of COVID19 including the highly transmittable Delta variant
176|0.0|PfizerBioNTech to seek authorization for 3rd Covid shot FRANCE 24English
177|-0.1142857142857143|Ill get my 2nd shot in 2 weeks bioNTechPfizer And Ill definitely get a 3rd one when its available in a few months Its irresponsible to promote antiscience nonsense Shame on you
178|0.0|UN BharatBiotech sputnikvaccine Sinovac SerumInstIndia pfizer AstraZeneca JanssenGlobal modernatx BioNTechGroup Novavax WHO UNHumanRights Dear all the world needs to be vaccinated against covid Please make the production and distribution of the covidvaccines
179|-0.5|i47606699 BrianE42587931 DS27891890 Giantcanadian2 VeronikaIzabela Took 5 seconds to prove you wrong Why are you lying
180|0.45999999999999996|KasPadgett Thanks Kerstien thats awesome to hear A fantastic achievement thanks to everyone who worked relentlessly on the vaccine kkariko modernatx pfizer BioNTechGroup amp more
181|0.5|Pfizer plots course for COVID19 booster but the CDC isnt sure whether or when followup shots will be needed strategy competitiveintelligence marketing biotech pharmaceutical productmarketing pharma healthcare
182|0.5|CalvinTsar cl0vely Yes service has been excellent Yeah its called biontech here but its the same thing
183|0.0|Detection of graphene oxide in the PfizerBioNTech COVID19 vaccine Comirnaty
184|0.22|Pfizeramp BioNTechplan to ask US and European regulators within weeks to authorize a booster dose of its COVID19 vaccine based on evidence of greater risk of infection six months after inoculation and the spread of the highly contagious Delta variant
185|0.175|pfizer first began its rolling submission for full approval back in May but has yet to disclose a PDUFA goal date which could indicate that the manufacturer has yet to complete its application
186|0.3333333333333333|COVID19 Moderna and Pfizer coronavirus vaccines linked to mild heart inflammation but benefits still outweigh risks World News The PfizerBioNTech and Moderna jabs have been linked to cases of mild heart inflammation but the benefits st
187|0.14659090909090908|Health officials in Israel have estimated that full vaccination with the PfizerBioNTech offers only 64 percent efficacy against the Delta variantCiting the Delta Variant Pfizer Will Pursue Booster Shots and a New Vaccine
188|0.35909090909090907|danwootton Pfizer are experimenting on 6 month old babiesPress release live on Pfizers own website This needs to be highlighted so people can make up their own minds about CONVID1984
189|0.3|Acute Myocarditis in Adolescents Following PfizerBioNTech COVID19 Vaccination covid
190|0.16666666666666666|Pfizer PFEN and its partner BioNTech plan to ask US and European regulators to approve a booster dose following a twoshot regimen of their COVID19 vaccine based on evidence of greater risk of infection six months after inoculation nL2N2OK2VD
191|0.0|Pfizer and BioNTech believe thirds dose will be beneficial against Indian Delta COVID19 variant Health news explore follow 721
192|-0.35|onlythemolerry Ahahha sorry should I do another round and get biontech
193|0.1288888888888889|BioNTech 1 DOWN But as happy as I am to finally get the shot I was not prepared for the mixed feelings caused by standing in line with a number on my arm overseen by grumpy German guards on my way to an undisclosed location
194|0.0|sirati97 democracynow Pfizer and BioNTech partnered together to develop the vax
195|0.22499999999999998|According to CNN full approval of the PfizerBioNTech vaccine could come as early as this month
196|0.0|Covid 19 Pfizer and BioNTech seek approval for a vaccine booster
